addr_1,addr_2,addr_3,addr_4,lon,lat,road_trunk_3km,road_primary_3km,road_secondary_3km,road_tertiary_3km,road_res_uncl_3km,road_bus_stop_3km,road_parking_3km,road_fuel_3km,amenity_gov_3km,amenity_health_3km,amenity_school_3km,amenity_police_3km,amenity_post_3km,amenity_bank_3km,amenity_shop_3km,places_total_3km,buildings_total_3km,road_types_3km,landuse_types_3km,road_trunk_1km,road_primary_1km,road_secondary_1km,road_tertiary_1km,road_res_uncl_1km,road_bus_stop_1km,road_parking_1km,road_fuel_1km,amenity_gov_1km,amenity_health_1km,amenity_school_1km,amenity_police_1km,amenity_post_1km,amenity_bank_1km,amenity_shop_1km,places_total_1km,buildings_total_1km,road_types_1km,landuse_types_1km,node,boundary,u_addr_3,u_addr_4,score_1,score_2,score_3,score_4,score,u_addr_3_avg_score,addr_2_avg_score,addr_1_avg_score
辽宁省,沈阳市,铁西区,霁虹街道,123.382883,41.8015804,20,30,88,78,238,43,9,3,5,9,21,2,1,6,72,8,576,9,16,5,0,22,13,9,2,0,0,0,0,3,0,0,0,15,1,92,4,6,6473082284,9588398,沈阳市铁西区,沈阳市铁西区霁虹街道,20.0,30.0,16.0,20.0,86.0,70.12142857142858,46.7585635359116,39.88470675575353
辽宁省,沈阳市,铁西区,凌空街道,123.3637511,41.7688411,30,35,49,125,172,28,6,6,1,3,11,1,1,1,20,6,434,9,10,2,0,6,30,24,1,0,0,0,1,2,0,0,0,1,1,87,6,3,6473084086,9588400,沈阳市铁西区,沈阳市铁西区凌空街道,20.0,30.0,16.0,20.0,86.0,70.12142857142858,46.7585635359116,39.88470675575353
辽宁省,沈阳市,铁西区,重工街道,123.3228653,41.7988346,69,26,27,68,67,18,1,4,2,3,14,1,0,0,10,9,177,6,12,19,4,6,12,1,3,0,0,0,1,3,1,0,0,0,1,15,3,3,6473084095,9588409,沈阳市铁西区,沈阳市铁西区重工街道,20.0,30.0,20.0,20.0,90.0,70.12142857142858,46.7585635359116,39.88470675575353
辽宁省,沈阳市,铁西区,兴顺街道,123.3501858,41.7957523,32,40,57,104,52,20,5,4,3,3,16,2,0,2,40,10,458,6,11,0,14,9,21,6,3,0,0,0,0,2,0,0,0,6,3,55,4,5,6473084092,9588406,沈阳市铁西区,沈阳市铁西区兴顺街道,20.0,30.0,16.0,20.0,86.0,70.12142857142858,46.7585635359116,39.88470675575353
辽宁省,沈阳市,铁西区,大青中朝友谊街道,123.222057,41.7519418,9,13,0,33,120,9,1,2,0,1,4,0,0,0,8,1,214,4,11,0,0,0,6,33,0,0,0,0,0,3,0,0,0,0,1,51,3,4,6473082279,-1,沈阳市铁西区,沈阳市铁西区大青中朝友谊街道,8.0,30.0,5.0,20.0,63.0,70.12142857142858,46.7585635359116,39.88470675575353
辽宁省,沈阳市,铁西区,翟家街道,123.2382232,41.710004,17,19,11,40,87,9,1,3,0,2,3,1,0,0,6,1,66,7,11,0,5,0,13,6,0,0,0,0,0,0,0,0,0,0,1,6,1,4,6473082280,-1,沈阳市铁西区,沈阳市铁西区翟家街道,8.0,30.0,0.0,15.2,53.2,70.12142857142858,46.7585635359116,39.88470675575353
辽宁省,沈阳市,铁西区,大潘街道,123.1278492,41.6888404,6,11,6,13,23,6,3,3,0,0,0,1,0,0,0,1,24,6,9,2,0,0,3,8,0,0,0,0,0,0,0,0,0,0,1,0,3,5,3239176513,-1,沈阳市铁西区,沈阳市铁西区大潘街道,8.0,27.0,0.0,10.4,45.4,70.12142857142858,46.7585635359116,39.88470675575353
辽宁省,沈阳市,铁西区,彰驿站街道,123.0810715,41.6526803,2,0,3,10,24,0,0,3,0,0,0,0,0,0,0,1,15,4,8,2,0,3,4,3,0,0,1,0,0,0,0,0,0,0,1,1,2,5,3239206826,-1,沈阳市铁西区,沈阳市铁西区彰驿站街道,8.0,21.700000000000003,0.0,9.6,39.300000000000004,70.12142857142858,46.7585635359116,39.88470675575353
辽宁省,沈阳市,铁西区,高花街道,123.0748058,41.6871098,2,2,0,5,7,0,0,2,0,0,0,0,0,0,0,1,1,3,5,0,0,0,2,1,0,0,1,0,0,0,0,0,0,0,1,0,1,1,3239176512,-1,沈阳市铁西区,沈阳市铁西区高花街道,8.0,16.7,0.0,5.1,29.799999999999997,70.12142857142858,46.7585635359116,39.88470675575353
辽宁省,沈阳市,苏家屯区,解放街道,123.3482874,41.6792249,0,40,16,47,196,32,17,0,5,6,14,2,1,8,27,3,639,8,11,0,0,4,3,25,2,0,0,1,0,0,0,0,0,0,1,101,4,8,6477468214,9593242,沈阳市苏家屯区,沈阳市苏家屯区解放街道,18.0,28.0,5.0,20.0,71.0,42.483333333333334,46.7585635359116,39.88470675575353
